,State,District,Origin_of_Challenge,Date_of_Challenge_or_Removal,Type_of_Ban,Author,Title
2075,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Bell, William",Death Wind
2076,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Smedley, Zack",Deposing Nathan
2077,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Reynolds, Marilyn",Detour for Emmy
2078,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Pardes, Bronwen","Doing It Right: Making Smart, Safe, and Satisfying Choices About Sex"
2079,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Witton, Hannah",Doing It!: Let's Talk About Sex
2080,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Telgemeier, Raina",Drama: A Graphic Novel
2081,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Linn, Laurent",Draw the Line
2082,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Walden, Mark",Dreadnought (H.I.V.E. Series)
2083,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Daniels, April",Dreadnought (Nemesis Series)
2084,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Oshiro, Mark",Each of Us a Desert
2085,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Capetta, Amy Rose",Echo After Echo
2086,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Ryan, Sara",Empress of the World (Battle Hall Davies Series)
2087,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Stevenson, Robin",En el bosque
2088,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"O'Connor, Maureen",Equal Rights
2089,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"LaCour, Nina",Everything Leads to You
2090,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Tenold, Vegas",Everything You Love Will Burn: Inside the Rebirth of White Nationalism in America
2091,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Tregay, Sarah",Fan Art
2092,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Geerling, Marjetta",Fancy White Trash
2093,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Solomon, Andrew",Far from the Tree: How Children and Their Parents Learn to Accept One Another . . . Our Differences Unite Us
2094,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Solomon, Andrew","Far From the Tree: Parents, Children and the Search for Identity"
2095,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Peters, Julie Anne",Far from Xanadu
2096,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sharpe, Tess",Far from You
2097,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.",Feeling Wrong in Your Own Body: Understanding What It Means to Be Transgender
2098,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Callender, Kacen",Felix Ever After
2099,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Sherrard, Brent R.",Final Takedown
2100,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Rodi, Robert",Finding Community
2101,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sim, Tara",Firestarter (Timekeeper Series)
2102,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Curato, Mike",Flamer
2103,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Clarke, Cassandra Rose",Forget This Ever Happened
2104,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"St. James, James",Freak Show
2105,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Clark, Kristin Elizabeth",Freakboy
2106,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Hurwin, Davida Wills",Freaks and Revelations
2107,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Payment, Simone","Friendship, Dating, and Relationships (Teens: Being Gay, Lesbian, Bisexual, or Transgender)"
2108,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Quintero, Isabel","Gabi, a Girl in Pieces"
2109,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.",Gay and Lesbian Role Models
2110,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Sanna, Emily",Gay Believers: Homosexuality and Religion
2111,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.","Gay Issues and Politics: Marriage, the Military, & Work Place Discrimination"
2112,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.","Gay People of Color: Facing Prejudices, Forging Identities"
2113,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.","Gays and Mental Health: Fighting Depression, Saying No to Suicide"
2114,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Simons, Rae","Gender Danger: Survivors of Rape, Human Trafficking, and Honor Killings"
2115,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"des Neiges Léonard, Marie",Gender Equality (Foundations of Democracy)
2116,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Petrikowski, Nicki Peter",Gender Identity (Teen Mental Health)
2117,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Light, Kate",Gender Identity: The Search for Self
2118,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Winfield, Cynthia L.",Gender Identity: The Ultimate Teen Guide
2119,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"McIntosh, Kenneth",Gender Issues (Living with a Special Need)
2120,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hartinger, Brent",Geography Club (Russel Middlebrook Series)
2121,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sanchez, Alex",Getting It
2122,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Cohn, Rachel",Gingerbread (Cyd Charisse Series)
2123,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Heaney, Katie",Girl Crushed
2124,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Blake, Ashley Herring",Girl Made of Stars
2125,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Girard, M-E",Girl Mans Up
2126,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Limb, Sue","Girl, (Nearly) 16: Absolute Torture"
2127,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Rosen, Michael J.",Girls vs. Guys: Surprising Differences Between the Sexes
2128,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Nagle, Jeanne",GLBT Teens and Society
2129,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Huegel, Kelly",GLBTQ*: The Survival Guide for Queer & Questioning Teens
2130,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Moskowitz, Hannah","Gone, Gone, Gone"
2131,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Polonsky, Ami",Gracefully Grayson
2132,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Smith, Andrew",Grasshopper Jungle (Grasshopper Jungle Series)
2133,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Benincasa, Sara",Great
2134,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"London, Alex",Guardian (Proxy Series)
2135,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Holmes, Melisa","Hang-ups, Hook-ups, and Holding Out: Stuff You Need to Know about Your Body, Sex, and Dating"
2136,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Davis, Tanita S.",Happy families
2137,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Garden, Nancy","Hear Us Out!: Lesbian and Gay Stories of Struggle, Progress, and Hope, 1950 to the Present"
2138,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Valentine, Jenny",Hello Now
2139,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Kerr, M. E.","Hello, I Lied"
2140,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hawkins, Rachel",Her Royal Highness
2141,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Terrell, Brandon",High Drama (Suspended Series)
2142,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Whaley, John Corey",Highly Illogical Behavior
2143,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Silvera, Adam",History Is All You Left Me
2144,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Gale, Heather",Ho'onani: Hula Warrior
2145,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Levithan, David","Hold Me Closer: The Tiny Cooper Story (Will Grayson, Will Grayson Series)"
2146,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Palmer, Bill",Homophobia: From Social Stigma to Hate Crimes
2147,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Seba, Jaime A.","Homosexuality Around the World: Safe Havens, Cultural Challenges"
2148,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Konigsberg, Bill",Honestly Ben (Openly Straight Series)
2149,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Firmston, Kim",Hook Up
2150,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Dugan, Jennifer",Hot Dog Girl
2151,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Ahmadi, Arvin",How It All Blew Up
2152,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Goslee, S. J.",How Not to Ask a Boy to Prom
2153,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Parks, Peggy J.",How Prevalent Is Racism in Society?
2154,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Kendi, Ibram X.",How to Be an Antiracist
2155,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Cotugno, Katie",How to Love
2156,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Callender, Kacen",Hurricane Child
2157,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Ryan, Tom",I Hope You're Listening
2158,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Nelson, Jandy",I'll Give You the Sun
2159,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Woods, Sara",Identifying as Transgender
2160,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Ogden, Charlie",Identity and Gender
2161,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Maison, Corey",Identity: A Story of Transitioning
2162,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Russo, Meredith",If I Was Your Girl
2163,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Farizan, Sara",If You Could Be Mine
2164,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Gowen, L. Kris",Image and Identity: Becoming the Person You Are
2165,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Polacco, Patricia",In Our Mothers' House
2166,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Machado, Carmen Maria",In the Dream House
2167,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Melleby, Nicole",In the Role of Brie Hutchens...
2168,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Silvera, Adam",Infinity Son (Infinity Cycle Series)
2169,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Brewer, Z",Into the Real
2170,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Smith, Mychal Denzel","Invisible Man, Got the Whole World Watching: A Young Black Man's Education"
2171,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sugiura, Misa",It's Not Like It's a Secret
2172,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Harris, Robie H.","It's Not the Stork!: A Book About Girls, Boys, Babies, Bodies, Families and Friends"
2173,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Peters, Julie Anne",It's Our Prom (So Deal With It)
2174,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Harris, Robie H.","It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health"
2175,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World
2176,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hoffman, Sarah",Jacob's New Dress
2177,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hoffman, Sarah",Jacob's Room to Choose
2178,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Blumenthal, Karen",Jane Against the World: Roe v. Wade and the Fight for Reproductive Rights
2179,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Cashore, Kristin","Jane, Unlimited"
2180,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Patel, Sonia",Jaya and Rasa: A Love Story
2181,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Clark, Kristin Elizabeth","Jess, Chunk, and the Road Trip to Infinity"
2182,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Love, Jessica",Julián at the Wedding (Julián Series)
2183,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Rivera, Gabby",Juliet Takes a Breath
2184,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hyde, Catherine Ryan",Jumpstart the World
2185,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Selzer, Adam",Just Kill Me
2186,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Benwell, Fox",Kaleidoscope Song
2187,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Peters, Julie Anne",Keeping You a Secret
2188,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Venable, Colleen A. F.",Kiss Number 8
2189,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Myracle, Lauren",Kissing Kate
2190,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Blake, Ashley Herring",La carta de Ivy Aberdeen al mundo/Ivy Aberdeen's Letter to the World
2191,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Bell, William",La tormenta
2192,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Quindlen, Kelly",Late to the Party
2193,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Tamaki, Mariko",Laura Dean Keeps Breaking Up with Me
2194,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Evison, Jonathan",Lawn Boy
2195,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Kann, Claire",Let's Talk About Love
2196,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Currie-McGhee, Leanna",LGBT Families (Changing Families)
2197,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Apelqvist, Eva",LGBTQ Families: The Ultimate Teen Guide
2198,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Peters, Julie Anne",Lies My Girlfriend Told Me
2199,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Worth, Richard","Life at School and in the Community (Teens: Being Gay, Lesbian, Bisexual, or Transgender)"
2200,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Keil, Melissa",Life in Outer Space
2201,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Gephart, Donna",Lily and Dunkin
2202,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Colbert, Brandy",Little & Lion
2203,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Rodi, Robert",Living with Religion and Faith
2204,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Schmatz, Pat",Lizard Radio
2205,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Garber, Romina",Lobizona: A Novel (Wolves of No World Series)
2206,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Devine, Eric",Look Past
2207,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Klise, James",Love Drugged
2208,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Levithan, David",Love Is the Higher Law
2209,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Albertalli, Becky","Love, Creekwood: A Simonverse Novella (Simonverse Series)"
2210,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Ellis, Grace",Magic To Brew (Moonstruck Series)
2211,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Moskowitz, Hannah",Marco Impossible
2212,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"McClintock, Norah",Masked
2213,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Andrews, Jesse",Me and Earl and the Dying Girl
2214,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Gino, Alex",Melissa (George)
2215,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Howard, Greg","Middle School's a Drag, You Better Werk!"
2216,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Eugenides, Jeffrey",Middlesex
2217,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Rutledge, A. B.",Miles Away from You
2218,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Silvera, Adam",More Happy Than Not
2219,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Doeden, Matt","More Than a Game: Race, Gender, and Politics in Sports"
2220,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Baldacchino, Christine",Morris Micklewhite and the Tangerine Dress
2221,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Carter, Caela","My Best Friend, Maybe"
2222,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Shantz-Hilkes, Chloe",My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad
2223,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Fantauzzo, Laurel Flores",My Heart Underwater
2224,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Bjorkman, Lauren",My Invented Life
2225,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Manzer, Jenny",My Life as a Diamond
2226,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Johnson, Varian",My Life as a Rhombus
2227,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Gennari, Jennifer",My Mixed-Up Berry Blue Summer
2228,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Kluger, Steve","My Most Excellent Year: A Novel of Love, Mary Poppins, and Fenway Park"
2229,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Federle, Tim",Nate Expectations
2230,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Craft, Jerry",New Kid
2231,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hughes, Susan","No Girls Allowed: Tales of Daring Women Dressed as Men for Love, Freedom and Adventure"
2232,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Gregorio, I. W.",None of the Above
2233,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Higginbotham, Anastasia",Not My Idea: A Book About Whiteness (Ordinary Terrible Things Series)
2234,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Cook, Trish",Notes from the Blender
2235,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Newman, Lesléa",October Mourning: A Song for Matthew Shepard
2236,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Stone, Nic",Odd One Out
2237,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Coulthurst, Audrey",Of Fire and Stars (Of Fire and Stars Series)
2238,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Coulthurst, Audrey",Of Ice and Shadows (Of Fire and Stars Series)
2239,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Weyer, Hannah","On the Come Up: A Novel, Based on a True Story"
2240,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hashimi, Nadia",One Half from the East
2241,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Barakiva, Michael",One Man Guy
2242,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sones, Sonya",One of Those Hideous Books Where the Mother Dies
2243,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hitchcock, Shannon",One True Way
2244,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Konigsberg, Bill",Openly Straight (Openly Straight Series)
2245,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Grimes, Nikki",Ordinary Hazards
2246,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Wyeth, Sharon Dennis",Orphea Proud
2247,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Wittlinger, Ellen",Parrotfish
2248,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Knowles, Jo",Pearl
2249,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Emezi, Akwaeke",Pet
2250,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Wilkinson, Lili",Pink
2251,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Bildner, Phil",Playing the Field
2252,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Stevenson, Robin",Pride: Celebrating Diversity & Community
2253,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag
2254,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Helms, Rhonda",Promposal
2255,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Patterson, Richard North",Protect and Defend (Kerry Kilcannon Series)
2256,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"London, Alex",Proxy (Proxy Series)
2257,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Wright, Bil",Putting Makeup on the Fat Boy
2258,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Peters, Julie Anne",Rage: A Love Story
2259,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow Boys (Rainbow Trilogy Series)
2260,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow High (Rainbow Trilogy Series)
2261,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Prager, Sarah",Rainbow Revolutionaries: Fifty LGBTQ+ People Who Made History
2262,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Lawson, Jamie","Rainbow Revolutions: Power, Pride and Protest in the Fight for Queer Rights"
2263,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sanchez, Alex",Rainbow Road (Rainbow Trilogy Series)
2264,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Atwood, Megan",Raise the Stakes
2265,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Radziszewicz, Tina","Ready or Not?: A Girl's Guide to Making Her Own Decisions about Dating, Love, and Sex"
2266,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Woodson, Jacqueline",Red at the Bone
2267,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Holt, K. A.",Redwood and Ponytail
2268,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Naylor, Phyllis Reynolds",Reluctantly Alice (Alice Series)
2269,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Todd, Ilima",Remake (Remake Series)
2270,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Hill, Katie Rain",Rethinking Normal: A Memoir in Transition
2271,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"La Sala, Ryan",Reverie
2272,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Gino, Alex",Rick
2273,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal
2274,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Hyde, Margaret O.",Safe Sex 101: An Overview for Teens
2275,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Wittlinger, Ellen",Saturdays with Hitchcock
2276,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Garsee, Jeannine",Say the Word
2277,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Rainfield, Cheryl",Scars
2278,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Knowles, Jo",See You at Harry's
2279,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Tonatiuh, Duncan",Separate Is Never Equal: Sylvia Mendez and Her Family’s Fight for Desegregation
2280,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Bailey, Jacqui","Sex, Puberty, and All That Stuff: A Guide to Growing Up"
2281,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Sommer, Carl",SEX: If You're Scared of The Truth Don't Read This!
2282,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Peters, Julie Anne","She Loves You, She Loves You Not..."
2283,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Myracle, Lauren",Shine
2284,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Lundin, Britta",Ship It
2285,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Mooney, Carla",Should Abortion Be Legal?
2286,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Nardo, Don",Should Teens Have Access to Birth Control?
2287,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Anderson, Laurie Halse",Shout
2288,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Albertalli, Becky",Simon vs. the Homo Sapiens Agenda (Simonverse Series)
2289,Texas,North East Independent School District,Administrator,12/1/2021,Banned in Libraries,"Goode, Laura",Sister Mischief
2290,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Sanchez, Alex",So Hard to Say
2291,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Oluo, Ijeoma",So You Want to Talk About Race
2292,Texas,North East Independent School District,Administrator,12/1/2021,Banned Pending Investigation,"Andrews, Arin",Some Assembly Required: The Not-So-Secret Life of a Transgender Teen
